TILE;UTM;GEOMETRY
189;18;Polygon ((440891.35958357382332906 4924487.85729951038956642, 450891.35958357382332906 4924487.85729951038956642, 450891.35958357382332906 4914487.85729951038956642, 440891.35958357382332906 4914487.85729951038956642, 440891.35958357382332906 4924487.85729951038956642))
190;18;Polygon ((440891.35958357382332906 4934487.85729951038956642, 450891.35958357382332906 4934487.85729951038956642, 450891.35958357382332906 4924487.85729951038956642, 440891.35958357382332906 4924487.85729951038956642, 440891.35958357382332906 4934487.85729951038956642))
191;18;Polygon ((440891.35958357382332906 4944487.85729951038956642, 450891.35958357382332906 4944487.85729951038956642, 450891.35958357382332906 4934487.85729951038956642, 440891.35958357382332906 4934487.85729951038956642, 440891.35958357382332906 4944487.85729951038956642))
192;18;Polygon ((440891.35958357382332906 4954487.85729951038956642, 450891.35958357382332906 4954487.85729951038956642, 450891.35958357382332906 4944487.85729951038956642, 440891.35958357382332906 4944487.85729951038956642, 440891.35958357382332906 4954487.85729951038956642))
193;18;Polygon ((430891.35958357382332906 4913879.38452256936579943, 440891.35958357382332906 4913879.38452256936579943, 440891.35958357382332906 4903879.38452256936579943, 430891.35958357382332906 4903879.38452256936579943, 430891.35958357382332906 4913879.38452256936579943))
194;18;Polygon ((430891.35958357382332906 4923879.38452256936579943, 440891.35958357382332906 4923879.38452256936579943, 440891.35958357382332906 4913879.38452256936579943, 430891.35958357382332906 4913879.38452256936579943, 430891.35958357382332906 4923879.38452256936579943))
195;18;Polygon ((430891.35958357382332906 4933879.38452256936579943, 440891.35958357382332906 4933879.38452256936579943, 440891.35958357382332906 4923879.38452256936579943, 430891.35958357382332906 4923879.38452256936579943, 430891.35958357382332906 4933879.38452256936579943))
196;18;Polygon ((430891.35958357382332906 4943879.38452256936579943, 440891.35958357382332906 4943879.38452256936579943, 440891.35958357382332906 4933879.38452256936579943, 430891.35958357382332906 4933879.38452256936579943, 430891.35958357382332906 4943879.38452256936579943))
197;18;Polygon ((420891.35958357382332906 4905855.13142181281000376, 430891.35958357382332906 4905855.13142181281000376, 430891.35958357382332906 4895855.13142181281000376, 420891.35958357382332906 4895855.13142181281000376, 420891.35958357382332906 4905855.13142181281000376))
198;18;Polygon ((420891.35958357382332906 4915855.13142181281000376, 430891.35958357382332906 4915855.13142181281000376, 430891.35958357382332906 4905855.13142181281000376, 420891.35958357382332906 4905855.13142181281000376, 420891.35958357382332906 4915855.13142181281000376))
199;18;Polygon ((420891.35958357382332906 4925855.13142181281000376, 430891.35958357382332906 4925855.13142181281000376, 430891.35958357382332906 4915855.13142181281000376, 420891.35958357382332906 4915855.13142181281000376, 420891.35958357382332906 4925855.13142181281000376))
200;18;Polygon ((420891.35958357382332906 4935855.13142181281000376, 430891.35958357382332906 4935855.13142181281000376, 430891.35958357382332906 4925855.13142181281000376, 420891.35958357382332906 4925855.13142181281000376, 420891.35958357382332906 4935855.13142181281000376))
201;18;Polygon ((410891.35958357382332906 4865855.13142181281000376, 420891.35958357382332906 4865855.13142181281000376, 420891.35958357382332906 4855855.13142181281000376, 410891.35958357382332906 4855855.13142181281000376, 410891.35958357382332906 4865855.13142181281000376))
202;18;Polygon ((410891.35958357382332906 4875855.13142181281000376, 420891.35958357382332906 4875855.13142181281000376, 420891.35958357382332906 4865855.13142181281000376, 410891.35958357382332906 4865855.13142181281000376, 410891.35958357382332906 4875855.13142181281000376))
203;18;Polygon ((410891.35958357382332906 4885855.13142181281000376, 420891.35958357382332906 4885855.13142181281000376, 420891.35958357382332906 4875855.13142181281000376, 410891.35958357382332906 4875855.13142181281000376, 410891.35958357382332906 4885855.13142181281000376))
204;18;Polygon ((410891.35958357382332906 4895855.13142181281000376, 420891.35958357382332906 4895855.13142181281000376, 420891.35958357382332906 4885855.13142181281000376, 410891.35958357382332906 4885855.13142181281000376, 410891.35958357382332906 4895855.13142181281000376))
205;18;Polygon ((410891.35958357382332906 4905855.13142181281000376, 420891.35958357382332906 4905855.13142181281000376, 420891.35958357382332906 4895855.13142181281000376, 410891.35958357382332906 4895855.13142181281000376, 410891.35958357382332906 4905855.13142181281000376))
206;18;Polygon ((410891.35958357382332906 4915855.13142181281000376, 420891.35958357382332906 4915855.13142181281000376, 420891.35958357382332906 4905855.13142181281000376, 410891.35958357382332906 4905855.13142181281000376, 410891.35958357382332906 4915855.13142181281000376))
207;18;Polygon ((410891.35958357382332906 4925855.13142181281000376, 420891.35958357382332906 4925855.13142181281000376, 420891.35958357382332906 4915855.13142181281000376, 410891.35958357382332906 4915855.13142181281000376, 410891.35958357382332906 4925855.13142181281000376))
208;18;Polygon ((400891.35958357382332906 4815855.13142181281000376, 410891.35958357382332906 4815855.13142181281000376, 410891.35958357382332906 4805855.13142181281000376, 400891.35958357382332906 4805855.13142181281000376, 400891.35958357382332906 4815855.13142181281000376))
209;18;Polygon ((400891.35958357382332906 4825855.13142181281000376, 410891.35958357382332906 4825855.13142181281000376, 410891.35958357382332906 4815855.13142181281000376, 400891.35958357382332906 4815855.13142181281000376, 400891.35958357382332906 4825855.13142181281000376))
210;18;Polygon ((400891.35958357382332906 4835855.13142181281000376, 410891.35958357382332906 4835855.13142181281000376, 410891.35958357382332906 4825855.13142181281000376, 400891.35958357382332906 4825855.13142181281000376, 400891.35958357382332906 4835855.13142181281000376))
211;18;Polygon ((400891.35958357382332906 4845855.13142181281000376, 410891.35958357382332906 4845855.13142181281000376, 410891.35958357382332906 4835855.13142181281000376, 400891.35958357382332906 4835855.13142181281000376, 400891.35958357382332906 4845855.13142181281000376))
212;18;Polygon ((400891.35958357382332906 4855855.13142181281000376, 410891.35958357382332906 4855855.13142181281000376, 410891.35958357382332906 4845855.13142181281000376, 400891.35958357382332906 4845855.13142181281000376, 400891.35958357382332906 4855855.13142181281000376))
213;18;Polygon ((400891.35958357382332906 4865855.13142181281000376, 410891.35958357382332906 4865855.13142181281000376, 410891.35958357382332906 4855855.13142181281000376, 400891.35958357382332906 4855855.13142181281000376, 400891.35958357382332906 4865855.13142181281000376))
214;18;Polygon ((400891.35958357382332906 4875855.13142181281000376, 410891.35958357382332906 4875855.13142181281000376, 410891.35958357382332906 4865855.13142181281000376, 400891.35958357382332906 4865855.13142181281000376, 400891.35958357382332906 4875855.13142181281000376))
215;18;Polygon ((400891.35958357382332906 4885855.13142181281000376, 410891.35958357382332906 4885855.13142181281000376, 410891.35958357382332906 4875855.13142181281000376, 400891.35958357382332906 4875855.13142181281000376, 400891.35958357382332906 4885855.13142181281000376))
216;18;Polygon ((400891.35958357382332906 4895855.13142181281000376, 410891.35958357382332906 4895855.13142181281000376, 410891.35958357382332906 4885855.13142181281000376, 400891.35958357382332906 4885855.13142181281000376, 400891.35958357382332906 4895855.13142181281000376))
217;18;Polygon ((400891.35958357382332906 4905855.13142181281000376, 410891.35958357382332906 4905855.13142181281000376, 410891.35958357382332906 4895855.13142181281000376, 400891.35958357382332906 4895855.13142181281000376, 400891.35958357382332906 4905855.13142181281000376))
218;18;Polygon ((400891.35958357382332906 4915855.13142181281000376, 410891.35958357382332906 4915855.13142181281000376, 410891.35958357382332906 4905855.13142181281000376, 400891.35958357382332906 4905855.13142181281000376, 400891.35958357382332906 4915855.13142181281000376))
219;18;Polygon ((390891.35958357382332906 4823449.87432708125561476, 400891.35958357382332906 4823449.87432708125561476, 400891.35958357382332906 4813449.87432708125561476, 390891.35958357382332906 4813449.87432708125561476, 390891.35958357382332906 4823449.87432708125561476))
220;18;Polygon ((390891.35958357382332906 4833449.87432708125561476, 400891.35958357382332906 4833449.87432708125561476, 400891.35958357382332906 4823449.87432708125561476, 390891.35958357382332906 4823449.87432708125561476, 390891.35958357382332906 4833449.87432708125561476))
221;18;Polygon ((390891.35958357382332906 4843449.87432708125561476, 400891.35958357382332906 4843449.87432708125561476, 400891.35958357382332906 4833449.87432708125561476, 390891.35958357382332906 4833449.87432708125561476, 390891.35958357382332906 4843449.87432708125561476))
222;18;Polygon ((390891.35958357382332906 4853449.87432708125561476, 400891.35958357382332906 4853449.87432708125561476, 400891.35958357382332906 4843449.87432708125561476, 390891.35958357382332906 4843449.87432708125561476, 390891.35958357382332906 4853449.87432708125561476))
223;18;Polygon ((390891.35958357382332906 4863449.87432708125561476, 400891.35958357382332906 4863449.87432708125561476, 400891.35958357382332906 4853449.87432708125561476, 390891.35958357382332906 4853449.87432708125561476, 390891.35958357382332906 4863449.87432708125561476))
224;18;Polygon ((390891.35958357382332906 4873449.87432708125561476, 400891.35958357382332906 4873449.87432708125561476, 400891.35958357382332906 4863449.87432708125561476, 390891.35958357382332906 4863449.87432708125561476, 390891.35958357382332906 4873449.87432708125561476))
225;18;Polygon ((390891.35958357382332906 4883449.87432708125561476, 400891.35958357382332906 4883449.87432708125561476, 400891.35958357382332906 4873449.87432708125561476, 390891.35958357382332906 4873449.87432708125561476, 390891.35958357382332906 4883449.87432708125561476))
226;18;Polygon ((390891.35958357382332906 4893449.87432708125561476, 400891.35958357382332906 4893449.87432708125561476, 400891.35958357382332906 4883449.87432708125561476, 390891.35958357382332906 4883449.87432708125561476, 390891.35958357382332906 4893449.87432708125561476))
227;18;Polygon ((390891.35958357382332906 4903449.87432708125561476, 400891.35958357382332906 4903449.87432708125561476, 400891.35958357382332906 4893449.87432708125561476, 390891.35958357382332906 4893449.87432708125561476, 390891.35958357382332906 4903449.87432708125561476))
228;18;Polygon ((390891.35958357382332906 4913449.87432708125561476, 400891.35958357382332906 4913449.87432708125561476, 400891.35958357382332906 4903449.87432708125561476, 390891.35958357382332906 4903449.87432708125561476, 390891.35958357382332906 4913449.87432708125561476))
229;18;Polygon ((380891.35958357382332906 4817759.29328847583383322, 390891.35958357382332906 4817759.29328847583383322, 390891.35958357382332906 4807759.29328847583383322, 380891.35958357382332906 4807759.29328847583383322, 380891.35958357382332906 4817759.29328847583383322))
230;18;Polygon ((380891.35958357382332906 4827759.29328847583383322, 390891.35958357382332906 4827759.29328847583383322, 390891.35958357382332906 4817759.29328847583383322, 380891.35958357382332906 4817759.29328847583383322, 380891.35958357382332906 4827759.29328847583383322))
231;18;Polygon ((380891.35958357382332906 4837759.29328847583383322, 390891.35958357382332906 4837759.29328847583383322, 390891.35958357382332906 4827759.29328847583383322, 380891.35958357382332906 4827759.29328847583383322, 380891.35958357382332906 4837759.29328847583383322))
232;18;Polygon ((380891.35958357382332906 4847759.29328847583383322, 390891.35958357382332906 4847759.29328847583383322, 390891.35958357382332906 4837759.29328847583383322, 380891.35958357382332906 4837759.29328847583383322, 380891.35958357382332906 4847759.29328847583383322))
233;18;Polygon ((380891.35958357382332906 4857759.29328847583383322, 390891.35958357382332906 4857759.29328847583383322, 390891.35958357382332906 4847759.29328847583383322, 380891.35958357382332906 4847759.29328847583383322, 380891.35958357382332906 4857759.29328847583383322))
234;18;Polygon ((380891.35958357382332906 4867759.29328847583383322, 390891.35958357382332906 4867759.29328847583383322, 390891.35958357382332906 4857759.29328847583383322, 380891.35958357382332906 4857759.29328847583383322, 380891.35958357382332906 4867759.29328847583383322))
235;18;Polygon ((380891.35958357382332906 4877759.29328847583383322, 390891.35958357382332906 4877759.29328847583383322, 390891.35958357382332906 4867759.29328847583383322, 380891.35958357382332906 4867759.29328847583383322, 380891.35958357382332906 4877759.29328847583383322))
236;18;Polygon ((380891.35958357382332906 4887759.29328847583383322, 390891.35958357382332906 4887759.29328847583383322, 390891.35958357382332906 4877759.29328847583383322, 380891.35958357382332906 4877759.29328847583383322, 380891.35958357382332906 4887759.29328847583383322))
237;18;Polygon ((380891.35958357382332906 4897759.29328847583383322, 390891.35958357382332906 4897759.29328847583383322, 390891.35958357382332906 4887759.29328847583383322, 380891.35958357382332906 4887759.29328847583383322, 380891.35958357382332906 4897759.29328847583383322))
238;18;Polygon ((380891.35958357382332906 4907759.29328847583383322, 390891.35958357382332906 4907759.29328847583383322, 390891.35958357382332906 4897759.29328847583383322, 380891.35958357382332906 4897759.29328847583383322, 380891.35958357382332906 4907759.29328847583383322))
239;18;Polygon ((370891.35958357382332906 4805855.13142181281000376, 380891.35958357382332906 4805855.13142181281000376, 380891.35958357382332906 4795855.13142181281000376, 370891.35958357382332906 4795855.13142181281000376, 370891.35958357382332906 4805855.13142181281000376))
240;18;Polygon ((370891.35958357382332906 4815855.13142181281000376, 380891.35958357382332906 4815855.13142181281000376, 380891.35958357382332906 4805855.13142181281000376, 370891.35958357382332906 4805855.13142181281000376, 370891.35958357382332906 4815855.13142181281000376))
241;18;Polygon ((370891.35958357382332906 4825855.13142181281000376, 380891.35958357382332906 4825855.13142181281000376, 380891.35958357382332906 4815855.13142181281000376, 370891.35958357382332906 4815855.13142181281000376, 370891.35958357382332906 4825855.13142181281000376))
242;18;Polygon ((370891.35958357382332906 4835855.13142181281000376, 380891.35958357382332906 4835855.13142181281000376, 380891.35958357382332906 4825855.13142181281000376, 370891.35958357382332906 4825855.13142181281000376, 370891.35958357382332906 4835855.13142181281000376))
243;18;Polygon ((370891.35958357382332906 4845855.13142181281000376, 380891.35958357382332906 4845855.13142181281000376, 380891.35958357382332906 4835855.13142181281000376, 370891.35958357382332906 4835855.13142181281000376, 370891.35958357382332906 4845855.13142181281000376))
244;18;Polygon ((370891.35958357382332906 4855855.13142181281000376, 380891.35958357382332906 4855855.13142181281000376, 380891.35958357382332906 4845855.13142181281000376, 370891.35958357382332906 4845855.13142181281000376, 370891.35958357382332906 4855855.13142181281000376))
245;18;Polygon ((370891.35958357382332906 4865855.13142181281000376, 380891.35958357382332906 4865855.13142181281000376, 380891.35958357382332906 4855855.13142181281000376, 370891.35958357382332906 4855855.13142181281000376, 370891.35958357382332906 4865855.13142181281000376))
246;18;Polygon ((370891.35958357382332906 4875855.13142181281000376, 380891.35958357382332906 4875855.13142181281000376, 380891.35958357382332906 4865855.13142181281000376, 370891.35958357382332906 4865855.13142181281000376, 370891.35958357382332906 4875855.13142181281000376))
247;18;Polygon ((370891.35958357382332906 4885855.13142181281000376, 380891.35958357382332906 4885855.13142181281000376, 380891.35958357382332906 4875855.13142181281000376, 370891.35958357382332906 4875855.13142181281000376, 370891.35958357382332906 4885855.13142181281000376))
248;18;Polygon ((370891.35958357382332906 4895855.13142181281000376, 380891.35958357382332906 4895855.13142181281000376, 380891.35958357382332906 4885855.13142181281000376, 370891.35958357382332906 4885855.13142181281000376, 370891.35958357382332906 4895855.13142181281000376))
249;18;Polygon ((370891.35958357382332906 4905855.13142181281000376, 380891.35958357382332906 4905855.13142181281000376, 380891.35958357382332906 4895855.13142181281000376, 370891.35958357382332906 4895855.13142181281000376, 370891.35958357382332906 4905855.13142181281000376))
250;18;Polygon ((360891.35958357382332906 4794934.36894023325294256, 370891.35958357382332906 4794934.36894023325294256, 370891.35958357382332906 4784934.36894023325294256, 360891.35958357382332906 4784934.36894023325294256, 360891.35958357382332906 4794934.36894023325294256))
251;18;Polygon ((360891.35958357382332906 4804934.36894023325294256, 370891.35958357382332906 4804934.36894023325294256, 370891.35958357382332906 4794934.36894023325294256, 360891.35958357382332906 4794934.36894023325294256, 360891.35958357382332906 4804934.36894023325294256))
252;18;Polygon ((360891.35958357382332906 4814934.36894023325294256, 370891.35958357382332906 4814934.36894023325294256, 370891.35958357382332906 4804934.36894023325294256, 360891.35958357382332906 4804934.36894023325294256, 360891.35958357382332906 4814934.36894023325294256))
253;18;Polygon ((360891.35958357382332906 4824934.36894023325294256, 370891.35958357382332906 4824934.36894023325294256, 370891.35958357382332906 4814934.36894023325294256, 360891.35958357382332906 4814934.36894023325294256, 360891.35958357382332906 4824934.36894023325294256))
254;18;Polygon ((360891.35958357382332906 4834934.36894023325294256, 370891.35958357382332906 4834934.36894023325294256, 370891.35958357382332906 4824934.36894023325294256, 360891.35958357382332906 4824934.36894023325294256, 360891.35958357382332906 4834934.36894023325294256))
255;18;Polygon ((360891.35958357382332906 4844934.36894023325294256, 370891.35958357382332906 4844934.36894023325294256, 370891.35958357382332906 4834934.36894023325294256, 360891.35958357382332906 4834934.36894023325294256, 360891.35958357382332906 4844934.36894023325294256))
256;18;Polygon ((360891.35958357382332906 4854934.36894023325294256, 370891.35958357382332906 4854934.36894023325294256, 370891.35958357382332906 4844934.36894023325294256, 360891.35958357382332906 4844934.36894023325294256, 360891.35958357382332906 4854934.36894023325294256))
257;18;Polygon ((360891.35958357382332906 4864934.36894023325294256, 370891.35958357382332906 4864934.36894023325294256, 370891.35958357382332906 4854934.36894023325294256, 360891.35958357382332906 4854934.36894023325294256, 360891.35958357382332906 4864934.36894023325294256))
258;18;Polygon ((360891.35958357382332906 4874934.36894023325294256, 370891.35958357382332906 4874934.36894023325294256, 370891.35958357382332906 4864934.36894023325294256, 360891.35958357382332906 4864934.36894023325294256, 360891.35958357382332906 4874934.36894023325294256))
259;18;Polygon ((360891.35958357382332906 4884934.36894023325294256, 370891.35958357382332906 4884934.36894023325294256, 370891.35958357382332906 4874934.36894023325294256, 360891.35958357382332906 4874934.36894023325294256, 360891.35958357382332906 4884934.36894023325294256))
260;18;Polygon ((360891.35958357382332906 4894934.36894023325294256, 370891.35958357382332906 4894934.36894023325294256, 370891.35958357382332906 4884934.36894023325294256, 360891.35958357382332906 4884934.36894023325294256, 360891.35958357382332906 4894934.36894023325294256))
261;18;Polygon ((360891.35958357382332906 4904934.36894023325294256, 370891.35958357382332906 4904934.36894023325294256, 370891.35958357382332906 4894934.36894023325294256, 360891.35958357382332906 4894934.36894023325294256, 360891.35958357382332906 4904934.36894023325294256))
262;18;Polygon ((350891.35958357382332906 4800761.27874074876308441, 360891.35958357382332906 4800761.27874074876308441, 360891.35958357382332906 4790761.27874074876308441, 350891.35958357382332906 4790761.27874074876308441, 350891.35958357382332906 4800761.27874074876308441))
263;18;Polygon ((350891.35958357382332906 4810761.27874074876308441, 360891.35958357382332906 4810761.27874074876308441, 360891.35958357382332906 4800761.27874074876308441, 350891.35958357382332906 4800761.27874074876308441, 350891.35958357382332906 4810761.27874074876308441))
264;18;Polygon ((350891.35958357382332906 4820761.27874074876308441, 360891.35958357382332906 4820761.27874074876308441, 360891.35958357382332906 4810761.27874074876308441, 350891.35958357382332906 4810761.27874074876308441, 350891.35958357382332906 4820761.27874074876308441))
265;18;Polygon ((350891.35958357382332906 4830761.27874074876308441, 360891.35958357382332906 4830761.27874074876308441, 360891.35958357382332906 4820761.27874074876308441, 350891.35958357382332906 4820761.27874074876308441, 350891.35958357382332906 4830761.27874074876308441))
266;18;Polygon ((350891.35958357382332906 4840761.27874074876308441, 360891.35958357382332906 4840761.27874074876308441, 360891.35958357382332906 4830761.27874074876308441, 350891.35958357382332906 4830761.27874074876308441, 350891.35958357382332906 4840761.27874074876308441))
267;18;Polygon ((350891.35958357382332906 4850761.27874074876308441, 360891.35958357382332906 4850761.27874074876308441, 360891.35958357382332906 4840761.27874074876308441, 350891.35958357382332906 4840761.27874074876308441, 350891.35958357382332906 4850761.27874074876308441))
268;18;Polygon ((350891.35958357382332906 4860761.27874074876308441, 360891.35958357382332906 4860761.27874074876308441, 360891.35958357382332906 4850761.27874074876308441, 350891.35958357382332906 4850761.27874074876308441, 350891.35958357382332906 4860761.27874074876308441))
269;18;Polygon ((350891.35958357382332906 4870761.27874074876308441, 360891.35958357382332906 4870761.27874074876308441, 360891.35958357382332906 4860761.27874074876308441, 350891.35958357382332906 4860761.27874074876308441, 350891.35958357382332906 4870761.27874074876308441))
270;18;Polygon ((350891.35958357382332906 4880761.27874074876308441, 360891.35958357382332906 4880761.27874074876308441, 360891.35958357382332906 4870761.27874074876308441, 350891.35958357382332906 4870761.27874074876308441, 350891.35958357382332906 4880761.27874074876308441))
271;18;Polygon ((350891.35958357382332906 4890761.27874074876308441, 360891.35958357382332906 4890761.27874074876308441, 360891.35958357382332906 4880761.27874074876308441, 350891.35958357382332906 4880761.27874074876308441, 350891.35958357382332906 4890761.27874074876308441))
272;18;Polygon ((350891.35958357382332906 4900761.27874074876308441, 360891.35958357382332906 4900761.27874074876308441, 360891.35958357382332906 4890761.27874074876308441, 350891.35958357382332906 4890761.27874074876308441, 350891.35958357382332906 4900761.27874074876308441))
273;18;Polygon ((340891.35958357382332906 4795855.13142181281000376, 350891.35958357382332906 4795855.13142181281000376, 350891.35958357382332906 4785855.13142181281000376, 340891.35958357382332906 4785855.13142181281000376, 340891.35958357382332906 4795855.13142181281000376))
274;18;Polygon ((340891.35958357382332906 4805855.13142181281000376, 350891.35958357382332906 4805855.13142181281000376, 350891.35958357382332906 4795855.13142181281000376, 340891.35958357382332906 4795855.13142181281000376, 340891.35958357382332906 4805855.13142181281000376))
275;18;Polygon ((340891.35958357382332906 4815855.13142181281000376, 350891.35958357382332906 4815855.13142181281000376, 350891.35958357382332906 4805855.13142181281000376, 340891.35958357382332906 4805855.13142181281000376, 340891.35958357382332906 4815855.13142181281000376))
276;18;Polygon ((340891.35958357382332906 4825855.13142181281000376, 350891.35958357382332906 4825855.13142181281000376, 350891.35958357382332906 4815855.13142181281000376, 340891.35958357382332906 4815855.13142181281000376, 340891.35958357382332906 4825855.13142181281000376))
277;18;Polygon ((340891.35958357382332906 4835855.13142181281000376, 350891.35958357382332906 4835855.13142181281000376, 350891.35958357382332906 4825855.13142181281000376, 340891.35958357382332906 4825855.13142181281000376, 340891.35958357382332906 4835855.13142181281000376))
278;18;Polygon ((340891.35958357382332906 4845855.13142181281000376, 350891.35958357382332906 4845855.13142181281000376, 350891.35958357382332906 4835855.13142181281000376, 340891.35958357382332906 4835855.13142181281000376, 340891.35958357382332906 4845855.13142181281000376))
279;18;Polygon ((340891.35958357382332906 4855855.13142181281000376, 350891.35958357382332906 4855855.13142181281000376, 350891.35958357382332906 4845855.13142181281000376, 340891.35958357382332906 4845855.13142181281000376, 340891.35958357382332906 4855855.13142181281000376))
280;18;Polygon ((340891.35958357382332906 4865855.13142181281000376, 350891.35958357382332906 4865855.13142181281000376, 350891.35958357382332906 4855855.13142181281000376, 340891.35958357382332906 4855855.13142181281000376, 340891.35958357382332906 4865855.13142181281000376))
281;18;Polygon ((340891.35958357382332906 4875855.13142181281000376, 350891.35958357382332906 4875855.13142181281000376, 350891.35958357382332906 4865855.13142181281000376, 340891.35958357382332906 4865855.13142181281000376, 340891.35958357382332906 4875855.13142181281000376))
282;18;Polygon ((340891.35958357382332906 4885855.13142181281000376, 350891.35958357382332906 4885855.13142181281000376, 350891.35958357382332906 4875855.13142181281000376, 340891.35958357382332906 4875855.13142181281000376, 340891.35958357382332906 4885855.13142181281000376))
283;18;Polygon ((340891.35958357382332906 4895855.13142181281000376, 350891.35958357382332906 4895855.13142181281000376, 350891.35958357382332906 4885855.13142181281000376, 340891.35958357382332906 4885855.13142181281000376, 340891.35958357382332906 4895855.13142181281000376))
284;18;Polygon ((340891.35958357382332906 4905855.13142181281000376, 350891.35958357382332906 4905855.13142181281000376, 350891.35958357382332906 4895855.13142181281000376, 340891.35958357382332906 4895855.13142181281000376, 340891.35958357382332906 4905855.13142181281000376))
285;18;Polygon ((330891.35958357382332906 4795855.13142181281000376, 340891.35958357382332906 4795855.13142181281000376, 340891.35958357382332906 4785855.13142181281000376, 330891.35958357382332906 4785855.13142181281000376, 330891.35958357382332906 4795855.13142181281000376))
286;18;Polygon ((330891.35958357382332906 4805855.13142181281000376, 340891.35958357382332906 4805855.13142181281000376, 340891.35958357382332906 4795855.13142181281000376, 330891.35958357382332906 4795855.13142181281000376, 330891.35958357382332906 4805855.13142181281000376))
287;18;Polygon ((330891.35958357382332906 4815855.13142181281000376, 340891.35958357382332906 4815855.13142181281000376, 340891.35958357382332906 4805855.13142181281000376, 330891.35958357382332906 4805855.13142181281000376, 330891.35958357382332906 4815855.13142181281000376))
288;18;Polygon ((330891.35958357382332906 4825855.13142181281000376, 340891.35958357382332906 4825855.13142181281000376, 340891.35958357382332906 4815855.13142181281000376, 330891.35958357382332906 4815855.13142181281000376, 330891.35958357382332906 4825855.13142181281000376))
289;18;Polygon ((330891.35958357382332906 4835855.13142181281000376, 340891.35958357382332906 4835855.13142181281000376, 340891.35958357382332906 4825855.13142181281000376, 330891.35958357382332906 4825855.13142181281000376, 330891.35958357382332906 4835855.13142181281000376))
290;18;Polygon ((330891.35958357382332906 4845855.13142181281000376, 340891.35958357382332906 4845855.13142181281000376, 340891.35958357382332906 4835855.13142181281000376, 330891.35958357382332906 4835855.13142181281000376, 330891.35958357382332906 4845855.13142181281000376))
291;18;Polygon ((330891.35958357382332906 4855855.13142181281000376, 340891.35958357382332906 4855855.13142181281000376, 340891.35958357382332906 4845855.13142181281000376, 330891.35958357382332906 4845855.13142181281000376, 330891.35958357382332906 4855855.13142181281000376))
292;18;Polygon ((330891.35958357382332906 4865855.13142181281000376, 340891.35958357382332906 4865855.13142181281000376, 340891.35958357382332906 4855855.13142181281000376, 330891.35958357382332906 4855855.13142181281000376, 330891.35958357382332906 4865855.13142181281000376))
293;18;Polygon ((330891.35958357382332906 4875855.13142181281000376, 340891.35958357382332906 4875855.13142181281000376, 340891.35958357382332906 4865855.13142181281000376, 330891.35958357382332906 4865855.13142181281000376, 330891.35958357382332906 4875855.13142181281000376))
294;18;Polygon ((330891.35958357382332906 4885855.13142181281000376, 340891.35958357382332906 4885855.13142181281000376, 340891.35958357382332906 4875855.13142181281000376, 330891.35958357382332906 4875855.13142181281000376, 330891.35958357382332906 4885855.13142181281000376))
295;18;Polygon ((330891.35958357382332906 4895855.13142181281000376, 340891.35958357382332906 4895855.13142181281000376, 340891.35958357382332906 4885855.13142181281000376, 330891.35958357382332906 4885855.13142181281000376, 330891.35958357382332906 4895855.13142181281000376))
296;18;Polygon ((330891.35958357382332906 4905855.13142181281000376, 340891.35958357382332906 4905855.13142181281000376, 340891.35958357382332906 4895855.13142181281000376, 330891.35958357382332906 4895855.13142181281000376, 330891.35958357382332906 4905855.13142181281000376))
297;18;Polygon ((320891.35958357382332906 4798938.28793537337332964, 330891.35958357382332906 4798938.28793537337332964, 330891.35958357382332906 4788938.28793537337332964, 320891.35958357382332906 4788938.28793537337332964, 320891.35958357382332906 4798938.28793537337332964))
298;18;Polygon ((320891.35958357382332906 4808938.28793537337332964, 330891.35958357382332906 4808938.28793537337332964, 330891.35958357382332906 4798938.28793537337332964, 320891.35958357382332906 4798938.28793537337332964, 320891.35958357382332906 4808938.28793537337332964))
299;18;Polygon ((320891.35958357382332906 4818938.28793537337332964, 330891.35958357382332906 4818938.28793537337332964, 330891.35958357382332906 4808938.28793537337332964, 320891.35958357382332906 4808938.28793537337332964, 320891.35958357382332906 4818938.28793537337332964))
300;18;Polygon ((320891.35958357382332906 4828938.28793537337332964, 330891.35958357382332906 4828938.28793537337332964, 330891.35958357382332906 4818938.28793537337332964, 320891.35958357382332906 4818938.28793537337332964, 320891.35958357382332906 4828938.28793537337332964))
301;18;Polygon ((320891.35958357382332906 4838938.28793537337332964, 330891.35958357382332906 4838938.28793537337332964, 330891.35958357382332906 4828938.28793537337332964, 320891.35958357382332906 4828938.28793537337332964, 320891.35958357382332906 4838938.28793537337332964))
302;18;Polygon ((320891.35958357382332906 4848938.28793537337332964, 330891.35958357382332906 4848938.28793537337332964, 330891.35958357382332906 4838938.28793537337332964, 320891.35958357382332906 4838938.28793537337332964, 320891.35958357382332906 4848938.28793537337332964))
303;18;Polygon ((320891.35958357382332906 4858938.28793537337332964, 330891.35958357382332906 4858938.28793537337332964, 330891.35958357382332906 4848938.28793537337332964, 320891.35958357382332906 4848938.28793537337332964, 320891.35958357382332906 4858938.28793537337332964))
304;18;Polygon ((320891.35958357382332906 4868938.28793537337332964, 330891.35958357382332906 4868938.28793537337332964, 330891.35958357382332906 4858938.28793537337332964, 320891.35958357382332906 4858938.28793537337332964, 320891.35958357382332906 4868938.28793537337332964))
